,school_name,address,service,lat,lon
598,P.S. 272 Curtis Estabrook,"101-24 SEAVIEW AVENUE, BROOKLYN, NY, 11236",Community School MH,40.6356012,-73.88645520000001
599,I.S. 285 Meyer Levin,"5909 BEVERLY ROAD, BROOKLYN, NY, 11203",School-based Mental Health Clinic,40.6473935,-73.9206887
600,The Science And Medicine Middle School,"965 EAST 107TH STREET, BROOKLYN, NY, 11236",School Response Team,40.6474872,-73.8917979
601,It Takes a Village Academy,"5800 TILDEN AVENUE, BROOKLYN, NY, 11203",School-based Mental Health Clinic,40.6478943,-73.9228473
602,Brooklyn Community High School for Excellence and Equity,"6565 FLATLANDS AVENUE, BROOKLYN, NY, 11236",Community School MH,40.6336811,-73.91751959999999
603,Brooklyn Theatre Arts High School,"6565 FLATLANDS AVENUE, BROOKLYN, NY, 11236",School-based Health Center w/ Mental Health,40.6336811,-73.91751959999999
604,Kurt Hahn Expeditionary Learning School,"5800 TILDEN AVENUE, BROOKLYN, NY, 11203",School-based Mental Health Clinic,40.6478943,-73.9228473
605,Victory Collegiate High School,"6565 FLATLANDS AVENUE, BROOKLYN, NY, 11236",School-based Health Center w/ Mental Health,40.6336811,-73.91751959999999
606,Brooklyn Bridge Academy,"6565 FLATLANDS AVENUE, BROOKLYN, NY, 11236",School-based Health Center w/ Mental Health,40.6336811,-73.91751959999999
607,"The Middle School of Media, Law and Fine Arts","905 WINTHROP STREET, BROOKLYN, NY, 11203",Community School MH,40.6586846,-73.9286824
608,Middle School for Art and Philosophy,"1084 LENOX ROAD, BROOKLYN, NY, 11212",School Response Team,40.6579834,-73.92013759999999
609,High School for Innovation in Advertising and Media,"1600 ROCKAWAY PARKWAY, BROOKLYN, NY, 11236",School-based Mental Health Clinic,40.640443,-73.8987798
610,Cultural Academy for the Arts and Sciences,"5800 TILDEN AVENUE, BROOKLYN, NY, 11203",School-based Mental Health Clinic,40.6478943,-73.9228473
611,High School for Medical Professions,"1600 ROCKAWAY PARKWAY, BROOKLYN, NY, 11236",School-based Mental Health Clinic,40.640443,-73.8987798
612,Academy for Conservation and the Environment,"6565 FLATLANDS AVENUE, BROOKLYN, NY, 11236",School-based Health Center w/ Mental Health,40.6336811,-73.91751959999999
613,Urban Action Academy,"1600 ROCKAWAY PARKWAY, BROOKLYN, NY, 11236",School-based Mental Health Clinic,40.640443,-73.8987798
614,East Brooklyn Community High School,"9517 KINGS HIGHWAY, BROOKLYN, NY, 11212",Community School MH,40.6597946,-73.9206428
615,Brooklyn Science and Engineering Academy,"5404 TILDEN AVENUE, BROOKLYN, NY, 11203",H+H School,40.6479192,-73.92546519999999
616,P.S. 007 Abraham Lincoln,"858 JAMAICA AVENUE, BROOKLYN, NY, 11208",School Mental Health Specialist Program,40.6894254,-73.87314789999999
617,P.S. 013 Roberto Clemente,"557 PENNSYLVANIA AVENUE, BROOKLYN, NY, 11207",School-based Mental Health Clinic,40.6637837,-73.89325869999999
618,P.S. 089 Cypress Hills,"265 WARWICK STREET, BROOKLYN, NY, 11207",School Mental Health Specialist Program,40.6777898,-73.886699
619,P.S. 108 Sal Abbracciamento,"200 LINWOOD STREET, BROOKLYN, NY, 11208",School Mental Health Specialist Program,40.6812345,-73.8843103
620,P.S. 158 Warwick,"400 ASHFORD STREET, BROOKLYN, NY, 11207",Community School MH,40.6725442,-73.8851372
621,I.S. 171 Abraham Lincoln,"528 RIDGEWOOD AVENUE, BROOKLYN, NY, 11208",School Response Team,40.6858609,-73.8693804
622,P.S. 213 New Lots,"580 HEGEMAN AVENUE, BROOKLYN, NY, 11207",School Mental Health Specialist Program,40.6599865,-73.890282
623,P.S. 214 Michael Friedsam,"2944 PITKIN AVENUE, BROOKLYN, NY, 11208",School Mental Health Specialist Program,40.6762696,-73.86308650000001
624,J.H.S. 218 James P. Sinnott,"370 FOUNTAIN AVENUE, BROOKLYN, NY, 11208",School Mental Health Specialist Program,40.6698815,-73.87434189999999
625,P.S. 224 Hale A. Woodruff,"757 WORTMAN AVENUE, BROOKLYN, NY, 11208",School Mental Health Specialist Program,40.6646549,-73.8658889
626,P.S. 273 Wortman,"923 JEROME STREET, BROOKLYN, NY, 11207",School Mental Health Specialist Program,40.6582896,-73.8792113
627,P.S. 290 Juan Morel Campos,"135 SCHENCK AVENUE, BROOKLYN, NY, 11207",School Mental Health Specialist Program,40.6781833,-73.8894552
628,J.H.S. 292 Margaret S. Douglas,"301 VERMONT STREET, BROOKLYN, NY, 11207",Community School MH,40.6716865,-73.89333669999999
629,P.S. 306 Ethan Allen,"970 VERMONT STREET, BROOKLYN, NY, 11207",Community School MH,40.6552486,-73.8863315
630,P.S. 328 Phyllis Wheatley,"330 ALABAMA AVENUE, BROOKLYN, NY, 11207",Community School MH,40.6679093,-73.8984124
631,P.S. 346 Abe Stark,"1400 PENNSYLVANIA AVENUE, BROOKLYN, NY, 11239",School Response Team,40.6467211,-73.88182979999999
632,I.S. 364 Gateway,"1426 FREEPORT LOOP, BROOKLYN, NY, 11239",School Response Team,40.6464708,-73.88113179999999
633,Academy for Young Writers,"1065 ELTON STREET, BROOKLYN, NY, 11208",Community School MH,40.6572453,-73.8740662
634,East New York Family Academy,"145 PENNSYLVANIA AVENUE, BROOKLYN, NY, 11207",School Mental Health Specialist Program,40.6738372,-73.8960768
635,Spring Creek Community School,"1065 ELTON STREET, BROOKLYN, NY, 11208",Community School MH,40.6572453,-73.8740662
636,Frederick Douglass Academy VIII Middle School,"1400 PENNSYLVANIA AVENUE, BROOKLYN, NY, 11239",School Mental Health Specialist Program,40.6467211,-73.88182979999999
637,FDNY - Captain Vernon A. Richard High School for Fire and Life Safety,"400 PENNSYLVANIA AVENUE, BROOKLYN, NY, 11207",School-based Mental Health Clinic,40.6669551,-73.89494119999999
638,High School for Civil Rights,"400 PENNSYLVANIA AVENUE, BROOKLYN, NY, 11207",School-based Mental Health Clinic,40.6669551,-73.89494119999999
639,Performing Arts and Technology High School,"400 PENNSYLVANIA AVENUE, BROOKLYN, NY, 11207",School-based Mental Health Clinic,40.6669551,-73.89494119999999
640,World Academy for Total Community Health High School,"400 PENNSYLVANIA AVENUE, BROOKLYN, NY, 11207",School-based Mental Health Clinic,40.6669551,-73.89494119999999
641,Brooklyn Gardens Elementary School,"574 DUMONT AVENUE, BROOKLYN, NY, 11207",Community School MH,40.6655954,-73.8976315
642,Multicultural High School,"999 JAMAICA AVENUE, BROOKLYN, NY, 11208",Community School MH,40.692915,-73.8690129
643,Academy of Innovative Technology,"999 JAMAICA AVENUE, BROOKLYN, NY, 11208",School-based Health Center w/ Mental Health,40.692915,-73.8690129
644,Brooklyn Lab School,"999 JAMAICA AVENUE, BROOKLYN, NY, 11208",Community School MH,40.692915,-73.8690129
645,Van Siclen Community Middle School,"800 VAN SICLEN AVE, BROOKLYN, NY, 11207",School Mental Health Specialist Program,40.6598585,-73.8855966
646,Cypress Hills Collegiate Preparatory School,"999 JAMAICA AVENUE, BROOKLYN, NY, 11208",Community School MH,40.692915,-73.8690129
647,Vista Academy,"350 LINWOOD STREET, BROOKLYN, NY, 11208",School Mental Health Specialist Program,40.6771191,-73.8838969
648,Liberty Avenue Middle School,"350 LINWOOD STREET, BROOKLYN, NY, 11208",School Mental Health Specialist Program,40.6771191,-73.8838969
649,School of the Future Brooklyn,"574 DUMONT AVENUE, BROOKLYN, NY, 11207",School Mental Health Specialist Program,40.6655954,-73.8976315
650,East New York Elementary School of Excellence,"605 SHEPHERD AVENUE, BROOKLYN, NY, 11208",School-based Mental Health Clinic,40.6694182,-73.8792113
651,East New York Middle School of Excellence,"605 SHEPHERD AVENUE, BROOKLYN, NY, 11208",School-based Mental Health Clinic,40.6694182,-73.8792113
652,School for Classics High School,"370 FOUNTAIN AVENUE, BROOKLYN, NY, 11208",School Mental Health Specialist Program,40.6698815,-73.87434189999999
653,Highland Park Community School,"528 RIDGEWOOD AVENUE, BROOKLYN, NY, 11208",School Mental Health Specialist Program,40.6858609,-73.8693804
654,The Urban Assembly School for Collaborative Healthcare,"999 JAMAICA AVENUE, BROOKLYN, NY, 11208",School-based Health Center w/ Mental Health,40.692915,-73.8690129
655,The East New York Arts and Civics High School,"800 VAN SICLEN AVE, BROOKLYN, NY, 11207",School Mental Health Specialist Program,40.6598585,-73.8855966
656,P.S./I.S. 30 Mary White Ovington,"7002 4TH AVENUE, BROOKLYN, NY, 11209",School Mental Health Specialist Program,40.6335797,-74.0243082
657,J.H.S. 062 Ditmas,"700 CORTELYOU ROAD, BROOKLYN, NY, 11218",School Mental Health Specialist Program,40.6382369,-73.971509
658,P.S./I.S. 104 The Fort Hamilton School,"9115 5 AVENUE, BROOKLYN, NY, 11209",School Mental Health Specialist Program,40.6181011,-74.0286826
659,P.S. 163 Bath Beach,"109 BAY 14TH STREET, BROOKLYN, NY, 11214",School Mental Health Specialist Program,40.6067282,-74.0077026
660,The SEEALL Academy,"5601 16 AVENUE, BROOKLYN, NY, 11204",School Mental Health Specialist Program,40.6267129,-73.9895684
661,The Christa McAuliffe School\I.S. 187,"1171 65 STREET, BROOKLYN, NY, 11219",School Mental Health Specialist Program,40.6278464,-74.0040229
662,P.S. 192 - The Magnet School for Math and Science Inquiry,"4715 18 AVENUE, BROOKLYN, NY, 11204",School Mental Health Specialist Program,40.6289228,-73.979789
663,J.H.S. 201 The Dyker Heights,"8010 12 AVENUE, BROOKLYN, NY, 11228",School Mental Health Specialist Program,40.6186835,-74.0131655
664,P.S. 205 Clarion,"6701 20 AVENUE, BROOKLYN, NY, 11204",School-based Mental Health Clinic,40.6147564,-73.9870892
665,J.H.S. 223 The Montauk,"4200 16 AVENUE, BROOKLYN, NY, 11204",School Mental Health Specialist Program,40.6349179,-73.9824083
666,J.H.S. 227 Edward B. Shallow,"6500 16 AVENUE, BROOKLYN, NY, 11204",School Mental Health Specialist Program,40.6220794,-73.9956286
667,P.S. 229 Dyker,"1400 BENSON AVENUE, BROOKLYN, NY, 11228",School Mental Health Specialist Program,40.6100818,-74.0136246
668,New Utrecht High School,"1601 80 STREET, BROOKLYN, NY, 11214",School Mental Health Specialist Program,40.6130029,-74.00228550000001
669,High School of Telecommunication Arts and Technology,"350 67 STREET, BROOKLYN, NY, 11220",School Mental Health Specialist Program,40.63679140000001,-74.0233105
670,Fort Hamilton High School,"8301 SHORE ROAD, BROOKLYN, NY, 11209",School Mental Health Specialist Program,40.6272269,-74.03937599999999
671,P.S. 503: The School of Discovery,"330 59 STREET, BROOKLYN, NY, 11220",School-based Health Center w/ Mental Health,40.6419176,-74.0190873
672,Franklin Delano Roosevelt High School,"5800 20 AVENUE, BROOKLYN, NY, 11204",Prevention Intervention Program MH,40.6217081,-73.9834621
673,P.S. 506: The School of Journalism & Technology,"330 59 STREET, BROOKLYN, NY, 11220",School-based Health Center w/ Mental Health,40.6419176,-74.0190873
674,Urban Assembly School for Leadership and Empowerment,"4200 16 AVENUE, BROOKLYN, NY, 11204",School Mental Health Specialist Program,40.6349179,-73.9824083
675,Brooklyn School of Inquiry,"50 AVENUE P, BROOKLYN, NY, 11204",School Mental Health Specialist Program,40.6070962,-73.9869672
676,MS 936 Arts Off 3rd,"270 59TH STREET, BROOKLYN, NY, 11220",School Mental Health Specialist Program,40.6429768,-74.0204425
677,P.S. 095 The Gravesend,"345 VAN SICKLEN STREET, BROOKLYN, NY, 11223",School Mental Health Specialist Program,40.5958765,-73.9748302
678,I.S. 096 Seth Low,"99 AVENUE P, BROOKLYN, NY, 11204",Community School MH,40.6079832,-73.9851608
679,I.S. 98 Bay Academy,"1401 EMMONS AVENUE, BROOKLYN, NY, 11235",School Mental Health Specialist Program,40.5838219,-73.9542591
680,P.S. 099 Isaac Asimov,"1120 EAST 10 STREET, BROOKLYN, NY, 11230",School Mental Health Specialist Program,40.6215239,-73.9658847
681,P.S. 121 Nelson A. Rockefeller,"5301 20 AVENUE, BROOKLYN, NY, 11204",School Mental Health Specialist Program,40.6228681,-73.97882480000001
682,P.S. 188 Michael E. Berdy,"3314 NEPTUNE AVENUE, BROOKLYN, NY, 11224",School-based Health Center w/ Mental Health,40.5769299,-74.0005238
683,P.S. K225 - The Eileen E. Zaglin,"1075 OCEAN VIEW AVENUE, BROOKLYN, NY, 11235",School Mental Health Specialist Program,40.57980999999999,-73.9560103
684,P.S. 238 Anne Sullivan,"1633 EAST 8 STREET, BROOKLYN, NY, 11223",School Mental Health Specialist Program,40.6086363,-73.96468270000001
685,Mark Twain I.S. 239 for the Gifted & Talented,"2401 NEPTUNE AVENUE, BROOKLYN, NY, 11224",School Mental Health Specialist Program,40.5787151,-73.9924608
686,I.S. 281 Joseph B Cavallaro,"8787 24 AVENUE, BROOKLYN, NY, 11214",School Mental Health Specialist Program,40.594251,-73.99392999999999
687,P.S. 288 The Shirley Tanyhill,"2950 WEST 25 STREET, BROOKLYN, NY, 11224",School Mental Health Specialist Program,40.5742244,-73.9924608
688,I.S. 303 Herbert S. Eisenberg,"501 WEST AVENUE, BROOKLYN, NY, 11224",School Mental Health Specialist Program,40.58263640000001,-73.9720753
689,P.S. 329 Surfside,"2929 WEST 30 STREET, BROOKLYN, NY, 11224",School-based Mental Health Clinic,40.5746928,-73.9957664
690,International High School at Lafayette,"2630 BENSON AVENUE, BROOKLYN, NY, 11214",School-based Mental Health Clinic,40.5937576,-73.9863546
691,Rachel Carson High School for Coastal Studies,"521 WEST AVENUE, BROOKLYN, NY, 11224",School Mental Health Specialist Program,40.58270270000001,-73.9723072
692,High School of Sports Management,"2630 BENSON AVENUE, BROOKLYN, NY, 11214",School-based Mental Health Clinic,40.5937576,-73.9863546
693,Abraham Lincoln High School,"2800 OCEAN PARKWAY, BROOKLYN, NY, 11235",Prevention Intervention Program MH,40.5828631,-73.9682183
694,Kingsborough Early College School,"2630 BENSON AVENUE, BROOKLYN, NY, 11214",School-based Mental Health Clinic,40.5937576,-73.9863546
695,Edward R. Murrow High School,"1600 AVENUE L, BROOKLYN, NY, 11230",Prevention Intervention Program MH,40.6195422,-73.9589429
696,John Dewey High School,"50 AVENUE X, BROOKLYN, NY, 11223",School-based Mental Health Clinic,40.5877456,-73.9813501
697,Life Academy High School for Film and Music,"2630 BENSON AVENUE, BROOKLYN, NY, 11214",School-based Mental Health Clinic,40.5937576,-73.9863546
698,Leaders High School,"2630 BENSON AVENUE, BROOKLYN, NY, 11214",School-based Mental Health Clinic,40.5937576,-73.9863546
699,Brooklyn Studio Secondary School,"8310 21ST AVENUE, BROOKLYN, NY, 11214",School Mental Health Specialist Program,40.6048465,-73.9947464
700,J.H.S. 014 Shell Bank,"2424 BATCHELDER STREET, BROOKLYN, NY, 11235",School Mental Health Specialist Program,40.5934685,-73.93827689999999
701,J.H.S. 078 Roy H. Mann,"1420 EAST 68 STREET, BROOKLYN, NY, 11234",Prevention Intervention Program MH,40.6208332,-73.9131104
702,P.S. 109,"1001 EAST 45 STREET, BROOKLYN, NY, 11203",School Mental Health Specialist Program,40.636395,-73.9333185
703,P.S. 139 Alexine A. Fenty,"330 RUGBY ROAD, BROOKLYN, NY, 11226",School-based Mental Health Clinic,40.6413592,-73.9657847
704,P.S. 206 Joseph F Lamb,"2200 GRAVESEND NECK ROAD, BROOKLYN, NY, 11229",School-based Mental Health Clinic,40.5972728,-73.9484272
705,P.S. 207 Elizabeth G. Leary,"4011 FILLMORE AVENUE, BROOKLYN, NY, 11234",School Mental Health Specialist Program,40.6137068,-73.9301496
706,J.H.S. 234 Arthur W. Cunningham,"1875 EAST 17 STREET, BROOKLYN, NY, 11229",School Mental Health Specialist Program,40.6045068,-73.9552235
707,Andries Hudde,"2500 NOSTRAND AVENUE, BROOKLYN, NY, 11210",School Mental Health Specialist Program,40.6239694,-73.9470955
708,J.H.S. 278 Marine Park,"1925 STUART STREET, BROOKLYN, NY, 11229",School Mental Health Specialist Program,40.6066501,-73.938462
709,I. S. 381,"2500 NOSTRAND AVENUE, BROOKLYN, NY, 11210",School Mental Health Specialist Program,40.6239694,-73.9470955
710,Midwood High School,"2839 BEDFORD AVENUE, BROOKLYN, NY, 11210",School Mental Health Specialist Program,40.6322826,-73.9533407
711,James Madison High School,"3787 BEDFORD AVENUE, BROOKLYN, NY, 11229",Prevention Intervention Program MH,40.6101298,-73.947968
712,Leon M. Goldstein High School for the Sciences,"1830 SHORE BOULEVARD, BROOKLYN, NY, 11235",School Mental Health Specialist Program,40.5803054,-73.9349718
713,Brooklyn College Academy,"350 CONEY ISLAND AVENUE, BROOKLYN, NY, 11218",School Mental Health Specialist Program,40.6492022,-73.9718961
714,Origins High School,"3000 AVENUE X, BROOKLYN, NY, 11235",School-based Health Center w/ Mental Health,40.5935047,-73.9368992
715,Professional Pathways High School,"3000 AVENUE X, BROOKLYN, NY, 11235",School-based Health Center w/ Mental Health,40.5935047,-73.9368992
716,M.S. 890,"21 HINCKLEY PLACE, BROOKLYN, NY, 11218",School Mental Health Specialist Program,40.6445569,-73.97133769999999
717,P.S. 041 Francis White,"411 THATFORD AVENUE, BROOKLYN, NY, 11212",School Mental Health Specialist Program,40.660182,-73.9068734
718,P.S./ I.S. 155 Nicholas Herkimer,"1355 HERKIMER STREET, BROOKLYN, NY, 11233",School Mental Health Specialist Program,40.6776074,-73.90866079999999
719,P.S. 156 Waverly,"104 SUTTER AVENUE, BROOKLYN, NY, 11212",Community School MH,40.6654788,-73.9180947
720,P.S. 165 Ida Posner,"76 LOTT AVENUE, BROOKLYN, NY, 11212",Community School MH,40.6571964,-73.9110895
721,P.S. 178 Saint Clair Mckelway,"2163 DEAN STREET, BROOKLYN, NY, 11233",School Mental Health Specialist Program,40.6752336,-73.915361
722,P.S. 184 Newport,"273 NEWPORT STREET, BROOKLYN, NY, 11212",School Mental Health Specialist Program,40.6601967,-73.9050266
723,"The Gregory Jocko Jackson School of Sports, Art, and Technology","213 OSBORN STREET, BROOKLYN, NY, 11212",Community School MH,40.6669333,-73.9075529
724,P.S. 298 Dr. Betty Shabazz,"85 WATKINS STREET, BROOKLYN, NY, 11212",Community School MH,40.671229,-73.90759880000002
725,P.S./I.S. 323,"210 CHESTER STREET, BROOKLYN, NY, 11212",School Mental Health Specialist Program,40.66631690000001,-73.9110895
726,P.S. 327 Dr. Rose B. English,"111 BRISTOL STREET, BROOKLYN, NY, 11212",School-based Mental Health Clinic,40.6682057,-73.9120378
727,Brownsville Collaborative Middle School,"85 WATKINS STREET, BROOKLYN, NY, 11212",School Mental Health Specialist Program,40.671229,-73.90759880000002
728,Brooklyn Collegiate: A College Board School,"2021 BERGEN STREET, BROOKLYN, NY, 11233",Community School MH,40.67451399999999,-73.9132942
729,Frederick Douglass Academy VII High School,"226 BRISTOL STREET, BROOKLYN, NY, 11212",School Mental Health Specialist Program,40.6657071,-73.91196219999999
730,Kappa V (Knowledge and Power Preparatory Academy),"985 ROCKAWAY AVENUE, BROOKLYN, NY, 11212",School Mental Health Specialist Program,40.6558268,-73.9066342
731,Mott Hall IV,"1137 HERKIMER STREET, BROOKLYN, NY, 11233",School Mental Health Specialist Program,40.67828069999999,-73.9158662
732,Eagle Academy for Young Men II,"1137 HERKIMER STREET, BROOKLYN, NY, 11233",School Mental Health Specialist Program,40.67828069999999,-73.9158662
733,Brooklyn Environmental Exploration School (BEES),"251 MAC DOUGAL STREET, BROOKLYN, NY, 11233",School Mental Health Specialist Program,40.680537,-73.910772
734,Riverdale Avenue Middle School,"76 RIVERDALE AVENUE, BROOKLYN, NY, 11212",School Mental Health Specialist Program,40.6600103,-73.9134779
735,Mott Hall Bridges Academy,"210 CHESTER STREET, BROOKLYN, NY, 11212",School Mental Health Specialist Program,40.66631690000001,-73.9110895
736,Teachers Preparatory High School,"226 BRISTOL STREET, BROOKLYN, NY, 11212",School Mental Health Specialist Program,40.6657071,-73.91196219999999
737,I.S. 5 - The Walter Crowley Intermediate School,"50-40 JACOBUS STREET, QUEENS, NY, 11373",Prevention Intervention Program MH,40.7373295,-73.8877061
738,P.S. 049 Dorothy Bonawit Kole,"63-60 80th Street, QUEENS, NY, 11379",School Mental Health Specialist Program,40.7195174,-73.8750343
739,I.S. 061 Leonardo Da Vinci,"98-50 50 AVENUE, QUEENS, NY, 11368",H+H School,40.7419036,-73.862771
740,I.S. 73 - The Frank Sansivieri Intermediate School,"70-02 54 AVENUE, QUEENS, NY, 11378",Prevention Intervention Program MH,40.7286096,-73.8932598
741,I.S. 077,"976 Seneca Avenue, Queens, NY, 11385",School Mental Health Specialist Program,40.6992099,-73.9022707
742,P.S./I.S. 087 Middle Village,"67-54 80 STREET, QUEENS, NY, 11379",School Mental Health Specialist Program,40.7115416,-73.87155800000001
743,I.S. 093 Ridgewood,"66-56 FOREST AVENUE, QUEENS, NY, 11385",School Mental Health Specialist Program,40.7057999,-73.9029983
744,P.S. 102 Bayview,"55-24 VAN HORN STREET, QUEENS, NY, 11373",School-based Mental Health Clinic,40.7332374,-73.8780027
745,P.S./I.S. 113 Anthony J. Pranzo,"78-23 87TH STREET, QUEENS, NY, 11385",School Mental Health Specialist Program,40.7052426,-73.8619353
746,P.S./I.S. 119 The Glendale,"74-01 78 AVENUE, QUEENS, NY, 11385",School Mental Health Specialist Program,40.705253,-73.87503749999999
747,I.S. 125 Thom J. McCann Woodside,"46-02 47 AVENUE, QUEENS, NY, 11377",Prevention Intervention Program MH,40.7408445,-73.91867409999999
748,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School","69-10 65th Drive, QUEENS, NY, 11379",School Mental Health Specialist Program,40.7149568,-73.8862522
749,P.S. 199 Maurice A. Fitzgerald,"39-20 48 AVENUE, QUEENS, NY, 11104",School-based Mental Health Clinic,40.7396605,-73.9262918
750,International High School for Health Sciences,"48-01 90 STREET, QUEENS, NY, 11373",School-based Health Center w/ Mental Health,40.7408398,-73.8740093
751,Academy of Finance and Enterprise,"30-20 THOMSON AVENUE, QUEENS, NY, 11101",School Mental Health Specialist Program,40.7449019,-73.9368178
752,High School of Applied Communication,"30-20 THOMSON AVENUE, QUEENS, NY, 11101",School Mental Health Specialist Program,40.7449019,-73.9368178
753,Civic Leadership Academy,"45-10 94TH STREET, QUEENS, NY, 11373",School-based Health Center w/ Mental Health,40.7434324,-73.8714707
754,Pan American International High School,"45-10 94TH STREET, QUEENS, NY, 11373",Community School MH,40.7434324,-73.8714707
755,Bard High School Early College Queens,"30-20 THOMSON AVENUE, QUEENS, NY, 11101",School Mental Health Specialist Program,40.7449019,-73.9368178
756,Corona Arts & Sciences Academy,"98-11 44TH AVENUE, QUEENS, NY, 11368",School-based Mental Health Clinic,40.7459311,-73.8650938
757,Newtown High School,"48-01 90 STREET, QUEENS, NY, 11373",School-based Health Center w/ Mental Health,40.7408398,-73.8740093
758,Grover Cleveland High School,"21-27 HIMROD STREET, QUEENS, NY, 11385",Prevention Intervention Program MH,40.7116318,-73.9091661
759,Middle College High School at LaGuardia Community College,"45-35 VAN DAM STREET, QUEENS, NY, 11101",School-based Mental Health Clinic,40.7433295,-73.9333269
760,International High School at LaGuardia Community College,"45-35 VAN DAM STREET, QUEENS, NY, 11101",School-based Mental Health Clinic,40.7433295,-73.9333269
761,High School for Arts and Business,"105-25 HORACE HARDING EXPY N, QUEENS, NY, 11368",School Mental Health Specialist Program,40.7377781,-73.85339259999999
762,Maspeth High School,"54-40 74TH STREET, QUEENS, NY, 11373",School-based Mental Health Clinic,40.7290832,-73.887571
763,Queens Technical High School,"37-02 47 AVENUE, QUEENS, NY, 11101",Prevention Intervention Program MH,40.7418353,-73.9279787
764,VOYAGES Preparatory,"45-10 94TH STREET, QUEENS, NY, 11373",School-based Health Center w/ Mental Health,40.7434324,-73.8714707
765,I.S. 025 Adrien Block,"34-65 192 STREET, QUEENS, NY, 11358",School Mental Health Specialist Program,40.7650434,-73.7896124
766,P.S. 154 Queens,"75-02 162 STREET, QUEENS, NY, 11366",School-based Mental Health Clinic,40.7266396,-73.8077048
767,P.S. 164 Queens Valley,"138-01 77 AVENUE, QUEENS, NY, 11367",School Mental Health Specialist Program,40.7211586,-73.8231641
768,J.H.S. 185 Edward Bleeker,"147-26 25 DRIVE, QUEENS, NY, 11354",School-based Mental Health Clinic,40.7751216,-73.81849989999999
769,J.H.S. 194 William Carr,"154-60 17 AVENUE, QUEENS, NY, 11357",Prevention Intervention Program MH,40.7832207,-73.8071678
770,P.S./M.S. 200 - The Magnet School of Global Studies and Leadership,"70-10 164 STREET, QUEENS, NY, 11365",School Mental Health Specialist Program,40.7310597,-73.8054492
771,P.S. 219 Paul Klapper,"144-39 GRAVETT ROAD, QUEENS, NY, 11367",School Mental Health Specialist Program,40.7360828,-73.8232512
772,I.S. 237,"46-21 COLDEN STREET, QUEENS, NY, 11355",School Mental Health Specialist Program,40.749226,-73.82123109999999
773,Veritas Academy,"35-01 UNION STREET, QUEENS, NY, 11354",School-based Mental Health Clinic,40.76477140000001,-73.8263806
774,Queens High School for Language Studies,"35-01 UNION STREET, QUEENS, NY, 11354",School-based Mental Health Clinic,40.76477140000001,-73.8263806
775,I.S. 250 The Robert F. Kennedy Community Middle School,"158-40 76 ROAD, QUEENS, NY, 11366",School Response Team,40.724191,-73.80937
776,"Queens School of Inquiry, The","158-40 76 ROAD, QUEENS, NY, 11366",School Mental Health Specialist Program,40.724191,-73.80937
777,East-West School of International Studies,"46-21 COLDEN STREET, QUEENS, NY, 11355",School Mental Health Specialist Program,40.749226,-73.82123109999999
778,World Journalism Preparatory: A College Board School,"34-65 192 STREET, QUEENS, NY, 11358",School Mental Health Specialist Program,40.7650434,-73.7896124
779,BELL Academy,"18-25 212 STREET, QUEENS, NY, 11360",School Response Team,40.7823459,-73.77844
780,College Point Collaborative,"12406 14TH AVENUE, QUEENS, NY, 11356",School Mental Health Specialist Program,40.7851012,-73.84352009999999
781,John Bowne High School,"63-25 MAIN STREET, QUEENS, NY, 11367",Prevention Intervention Program MH,40.7383491,-73.82398640000001
782,Flushing High School,"35-01 UNION STREET, QUEENS, NY, 11354",Community School MH,40.76477140000001,-73.8263806
783,"The Queens College School for Math, Science and Technology","148-20 REEVES AVENUE, QUEENS, NY, 11367",School Mental Health Specialist Program,40.7383323,-73.82027959999999
784,Townsend Harris High School,"149-11 MELBOURNE AVENUE, QUEENS, NY, 11367",School Mental Health Specialist Program,40.7351803,-73.8212289
785,Robert F. Kennedy Community High School,"75-40 PARSONS BOULEVARD, QUEENS, NY, 11366",School Mental Health Specialist Program,40.7253501,-73.8113254
786,J.H.S. 067 Louis Pasteur,"51-60 MARATHON PARKWAY, QUEENS, NY, 11362",School Mental Health Specialist Program,40.7624372,-73.73442589999999
787,J.H.S. 074 Nathaniel Hawthorne,"61-15 Oceania Street, Queens, NY, 11364",School Mental Health Specialist Program,40.7450569,-73.7667697
788,M.S. 158 Marie Curie,"46-35 OCEANIA STREET, QUEENS, NY, 11361",School Mental Health Specialist Program,40.7562328,-73.7723312
789,Irwin Altman Middle School 172,"81-14 257 Street, Queens, NY, 11004",School Mental Health Specialist Program,40.7417047,-73.7133066
790,P.S./ IS 178 Holliswood,"189-10 RADNOR ROAD, QUEENS, NY, 11423",School Mental Health Specialist Program,40.724015,-73.77738699999999
791,J.H.S. 216 George J. Ryan,"64-20 175 Street, Queens, NY, 11365",School Mental Health Specialist Program,40.7373644,-73.7941586
792,P.S./I.S. 266,"74-10 COMMONWEALTH BOULEVARD, QUEENS, NY, 11426",School Mental Health Specialist Program,40.7456166,-73.7281103
793,Business Technology Early College High School,"230-17 HILLSIDE AVENUE, QUEENS, NY, 11427",School-based Mental Health Clinic,40.7336309,-73.7391435
794,Benjamin N. Cardozo High School,"57-00 223RD STREET, BAYSIDE, NY, 11364",Prevention Intervention Program MH,40.7524117,-73.7560761
